id,congestion
Prague 2021-12-04,10.484276729559749
Copenhagen 2021-12-04,14.02020202020202
Tallinn 2021-12-04,16.025974025974026
Helsinki 2021-12-04,10.91796875
Grenoble 2021-12-04,24.747474747474747
Lille 2021-12-04,18.714285714285715
Paris 2021-12-04,33.54545454545455
Berlin 2021-12-04,21.27777777777778
Bremen 2021-12-04,16.319444444444443
Cologne 2021-12-04,20.022727272727273
Dresden 2021-12-04,18.813186813186814
Munich 2021-12-04,17.9
Athens 2021-12-04,17.9
Budapest 2021-12-04,21.27777777777778
Cork 2021-12-04,29.166666666666668
Dublin 2021-12-04,24.747474747474747
Bologna 2021-12-04,18.714285714285715
Catania 2021-12-04,26.0
Milan 2021-12-04,15.257142857142858
Rome 2021-12-04,32.416666666666664
Eindhoven 2021-12-04,13.323529411764707
Groningen 2021-12-04,19.1875
Krakow 2021-12-04,24.747474747474747
Poznan 2021-12-04,21.27777777777778
Lisbon 2021-12-04,17.372093023255815
Porto 2021-12-04,18.714285714285715
Bucharest 2021-12-04,23.307692307692307
Alicante 2021-12-04,12.535087719298245
Barcelona 2021-12-04,17.372093023255815
Madrid 2021-12-04,10.91796875
Malaga 2021-12-04,12.535087719298245
Seville 2021-12-04,10.91796875
Gothenburg 2021-12-04,10.91796875
Malmo 2021-12-04,10.91796875
Stockholm 2021-12-04,22.736842105263158
Graz 2021-12-05,9.75
Vienna 2021-12-05,9.75
Brussels 2021-12-05,15.071942446043165
Charleroi 2021-12-05,5.622950819672131
Brno 2021-12-05,9.931506849315069
Prague 2021-12-05,9.791666666666666
Copenhagen 2021-12-05,10.941798941798941
Tallinn 2021-12-05,12.205882352941176
Helsinki 2021-12-05,10.941798941798941
Grenoble 2021-12-05,15.071942446043165
Lille 2021-12-05,12.709677419354838
Paris 2021-12-05,25.714285714285715
Berlin 2021-12-05,15.071942446043165
Bremen 2021-12-05,9.791666666666666
Cologne 2021-12-05,9.791666666666666
Dresden 2021-12-05,15.071942446043165
Munich 2021-12-05,9.791666666666666
Athens 2021-12-05,12.709677419354838
Budapest 2021-12-05,15.071942446043165
Cork 2021-12-05,15.071942446043165
Dublin 2021-12-05,26.470588235294116
Bologna 2021-12-05,12.709677419354838
Catania 2021-12-05,21.666666666666668
Milan 2021-12-05,13.395833333333334
Rome 2021-12-05,18.736842105263158
Eindhoven 2021-12-05,9.291044776119403
Groningen 2021-12-05,11.31764705882353
Krakow 2021-12-05,15.695121951219512
Poznan 2021-12-05,15.071942446043165
Lisbon 2021-12-05,9.291044776119403
Porto 2021-12-05,12.709677419354838
Bucharest 2021-12-05,15.695121951219512
Alicante 2021-12-05,8.285
Barcelona 2021-12-05,10.941798941798941
Madrid 2021-12-05,8.285
Malaga 2021-12-05,6.037037037037037
Seville 2021-12-05,8.285
Gothenburg 2021-12-05,9.291044776119403
Malmo 2021-12-05,8.285
Stockholm 2021-12-05,16.416666666666668
Graz 2021-12-06,38.0
Vienna 2021-12-06,28.705882352941178
Brussels 2021-12-06,36.41269841269841
Charleroi 2021-12-06,19.12727272727273
Brno 2021-12-06,36.0
Prague 2021-12-06,37.04761904761905
Copenhagen 2021-12-06,31.85
Tallinn 2021-12-06,28.78030303030303
Helsinki 2021-12-06,6.72972972972973
Grenoble 2021-12-06,50.4
Lille 2021-12-06,38.701492537313435
Paris 2021-12-06,50.166666666666664
Berlin 2021-12-06,56.0
Bremen 2021-12-06,34.19277108433735
Cologne 2021-12-06,29.229166666666668
Dresden 2021-12-06,31.9
Munich 2021-12-06,37.04761904761905
Athens 2021-12-06,50.108108108108105
Budapest 2021-12-06,31.9
Cork 2021-12-06,49.333333333333336
Dublin 2021-12-06,51.92857142857143
Bologna 2021-12-06,30.5
Catania 2021-12-06,39.345454545454544
Milan 2021-12-06,25.125
Rome 2021-12-06,55.9
Eindhoven 2021-12-06,22.09090909090909
Groningen 2021-12-06,24.17283950617284
Krakow 2021-12-06,65.0
Poznan 2021-12-06,46.54545454545455
Lisbon 2021-12-06,42.78787878787879
Porto 2021-12-06,38.701492537313435
Bucharest 2021-12-06,69.4
Alicante 2021-12-06,6.288135593220339
Barcelona 2021-12-06,10.986842105263158
Madrid 2021-12-06,6.288135593220339
Malaga 2021-12-06,5.481632653061224
Seville 2021-12-06,5.481632653061224
Gothenburg 2021-12-06,26.928571428571427
Malmo 2021-12-06,19.12727272727273
Stockholm 2021-12-06,31.6
Graz 2021-12-07,32.18604651162791
Vienna 2021-12-07,28.705882352941178
Brussels 2021-12-07,42.36363636363637
Charleroi 2021-12-07,20.745222929936304
Brno 2021-12-07,36.0
Prague 2021-12-07,37.04761904761905
Copenhagen 2021-12-07,31.85
Tallinn 2021-12-07,28.78030303030303
Helsinki 2021-12-07,17.75
Grenoble 2021-12-07,43.833333333333336
Lille 2021-12-07,38.701492537313435
Paris 2021-12-07,50.166666666666664
Berlin 2021-12-07,56.0
Bremen 2021-12-07,34.19277108433735
Cologne 2021-12-07,39.45
Dresden 2021-12-07,31.9
Munich 2021-12-07,37.04761904761905
Athens 2021-12-07,50.108108108108105
Budapest 2021-12-07,31.9
Cork 2021-12-07,6.513513513513513
Dublin 2021-12-07,28.17391304347826
Bologna 2021-12-07,38.701492537313435
Catania 2021-12-07,36.0
Milan 2021-12-07,25.75
Rome 2021-12-07,64.33333333333333
Eindhoven 2021-12-07,22.09090909090909
Groningen 2021-12-07,28.78030303030303
Krakow 2021-12-07,54.827586206896555
Poznan 2021-12-07,42.36363636363637
Lisbon 2021-12-07,58.5
Porto 2021-12-07,49.0
Bucharest 2021-12-07,58.5
Alicante 2021-12-07,14.02020202020202
Barcelona 2021-12-07,14.65
Madrid 2021-12-07,6.288135593220339
Malaga 2021-12-07,14.02020202020202
Seville 2021-12-07,14.194444444444445
Gothenburg 2021-12-07,43.0
Malmo 2021-12-07,19.12727272727273
Stockholm 2021-12-07,33.714285714285715
Graz 2021-12-08,11.549295774647888
Vienna 2021-12-08,11.549295774647888
Brussels 2021-12-08,42.36363636363637
Charleroi 2021-12-08,20.745222929936304
Brno 2021-12-08,40.904761904761905
Prague 2021-12-08,37.04761904761905
Copenhagen 2021-12-08,31.85
Tallinn 2021-12-08,28.78030303030303
Helsinki 2021-12-08,17.75
Grenoble 2021-12-08,50.4
Lille 2021-12-08,38.701492537313435
Paris 2021-12-08,50.166666666666664
Berlin 2021-12-08,56.0
Bremen 2021-12-08,34.19277108433735
Cologne 2021-12-08,39.45
Dresden 2021-12-08,31.9
Munich 2021-12-08,37.04761904761905
Athens 2021-12-08,57.36585365853659
Budapest 2021-12-08,42.97709923664122
Cork 2021-12-08,56.0
Dublin 2021-12-08,50.22222222222222
Bologna 2021-12-08,10.986842105263158
Catania 2021-12-08,20.571428571428573
Milan 2021-12-08,10.986842105263158
Rome 2021-12-08,15.0
Eindhoven 2021-12-08,22.09090909090909
Groningen 2021-12-08,28.78030303030303
Krakow 2021-12-08,54.827586206896555
Poznan 2021-12-08,46.54545454545455
Lisbon 2021-12-08,10.986842105263158
Porto 2021-12-08,10.986842105263158
Bucharest 2021-12-08,69.4
Alicante 2021-12-08,5.481632653061224
Barcelona 2021-12-08,10.986842105263158
Madrid 2021-12-08,6.288135593220339
Malaga 2021-12-08,6.72972972972973
Seville 2021-12-08,5.481632653061224
Gothenburg 2021-12-08,21.42528735632184
Malmo 2021-12-08,19.12727272727273
Stockholm 2021-12-08,36.74626865671642
Graz 2021-12-09,28.705882352941178
Vienna 2021-12-09,28.705882352941178
Brussels 2021-12-09,42.36363636363637
Charleroi 2021-12-09,20.745222929936304
Brno 2021-12-09,46.172413793103445
Prague 2021-12-09,37.04761904761905
Copenhagen 2021-12-09,31.85
Tallinn 2021-12-09,28.78030303030303
Helsinki 2021-12-09,17.75
Grenoble 2021-12-09,43.833333333333336
Lille 2021-12-09,38.701492537313435
Paris 2021-12-09,50.166666666666664
Berlin 2021-12-09,40.857142857142854
Bremen 2021-12-09,34.19277108433735
Cologne 2021-12-09,39.45
Dresden 2021-12-09,31.9
Munich 2021-12-09,37.04761904761905
Athens 2021-12-09,57.36585365853659
Budapest 2021-12-09,42.97709923664122
Cork 2021-12-09,47.91891891891892
Dublin 2021-12-09,50.22222222222222
Bologna 2021-12-09,42.78787878787879
Catania 2021-12-09,39.345454545454544
Milan 2021-12-09,42.78787878787879
Rome 2021-12-09,55.9
Eindhoven 2021-12-09,25.8
Groningen 2021-12-09,28.78030303030303
Krakow 2021-12-09,54.827586206896555
Poznan 2021-12-09,46.54545454545455
Lisbon 2021-12-09,42.78787878787879
Porto 2021-12-09,38.701492537313435
Bucharest 2021-12-09,69.4
Alicante 2021-12-09,20.745222929936304
Barcelona 2021-12-09,34.775
Madrid 2021-12-09,28.773809523809526
Malaga 2021-12-09,26.568181818181817
Seville 2021-12-09,28.773809523809526
Gothenburg 2021-12-09,24.048780487804876
Malmo 2021-12-09,19.12727272727273
Stockholm 2021-12-09,36.74626865671642
Graz 2021-12-10,24.13
Vienna 2021-12-10,28.705882352941178
Brussels 2021-12-10,42.36363636363637
Charleroi 2021-12-10,20.745222929936304
Brno 2021-12-10,36.0
Prague 2021-12-10,33.76923076923077
Copenhagen 2021-12-10,26.517857142857142
Tallinn 2021-12-10,28.78030303030303
Helsinki 2021-12-10,19.322033898305083
Grenoble 2021-12-10,50.4
Lille 2021-12-10,41.23076923076923
Paris 2021-12-10,60.0
Berlin 2021-12-10,42.97709923664122
Bremen 2021-12-10,34.19277108433735
Cologne 2021-12-10,39.45
Dresden 2021-12-10,49.5
Munich 2021-12-10,37.04761904761905
Athens 2021-12-10,57.36585365853659
Budapest 2021-12-10,42.97709923664122
Cork 2021-12-10,39.411764705882355
Dublin 2021-12-10,57.473684210526315
Bologna 2021-12-10,42.78787878787879
Catania 2021-12-10,33.76923076923077
Milan 2021-12-10,42.78787878787879
Rome 2021-12-10,77.0
Eindhoven 2021-12-10,27.0
Groningen 2021-12-10,28.78030303030303
Krakow 2021-12-10,55.5
Poznan 2021-12-10,50.108108108108105
Lisbon 2021-12-10,42.78787878787879
Porto 2021-12-10,42.78787878787879
Bucharest 2021-12-10,69.4
Alicante 2021-12-10,20.745222929936304
Barcelona 2021-12-10,42.78787878787879
Madrid 2021-12-10,28.773809523809526
Malaga 2021-12-10,26.568181818181817
Seville 2021-12-10,28.773809523809526
Gothenburg 2021-12-10,24.048780487804876
Malmo 2021-12-10,17.183098591549296
Stockholm 2021-12-10,33.714285714285715
Graz 2021-12-11,11.985714285714286
Vienna 2021-12-11,11.985714285714286
Brussels 2021-12-11,24.747474747474747
Charleroi 2021-12-11,10.91796875
Brno 2021-12-11,10.484276729559749
Prague 2021-12-11,10.484276729559749
Copenhagen 2021-12-11,14.02020202020202
Tallinn 2021-12-11,16.025974025974026
Helsinki 2021-12-11,10.91796875
Grenoble 2021-12-11,33.285714285714285
Lille 2021-12-11,18.714285714285715
Paris 2021-12-11,33.54545454545455
Berlin 2021-12-11,21.27777777777778
Bremen 2021-12-11,16.319444444444443
Cologne 2021-12-11,20.022727272727273
Dresden 2021-12-11,18.813186813186814
Munich 2021-12-11,17.9
Athens 2021-12-11,10.9
Budapest 2021-12-11,21.27777777777778
Cork 2021-12-11,21.27777777777778
Dublin 2021-12-11,24.747474747474747
Bologna 2021-12-11,18.714285714285715
Catania 2021-12-11,25.4
Milan 2021-12-11,15.257142857142858
Rome 2021-12-11,34.73684210526316
Eindhoven 2021-12-11,17.372093023255815
Groningen 2021-12-11,19.1875
Krakow 2021-12-11,24.747474747474747
Poznan 2021-12-11,21.27777777777778
Lisbon 2021-12-11,17.372093023255815
Porto 2021-12-11,18.714285714285715
Bucharest 2021-12-11,23.307692307692307
Alicante 2021-12-11,12.535087719298245
Barcelona 2021-12-11,17.372093023255815
Madrid 2021-12-11,10.91796875
Malaga 2021-12-11,12.535087719298245
Seville 2021-12-11,10.91796875
Gothenburg 2021-12-11,10.91796875
Malmo 2021-12-11,10.91796875
Stockholm 2021-12-11,20.022727272727273
Graz 2021-12-12,11.31764705882353
Vienna 2021-12-12,9.75
Brussels 2021-12-12,15.071942446043165
Charleroi 2021-12-12,5.622950819672131
Brno 2021-12-12,9.931506849315069
Prague 2021-12-12,9.791666666666666
Copenhagen 2021-12-12,10.941798941798941
Tallinn 2021-12-12,12.205882352941176
Helsinki 2021-12-12,10.941798941798941
Grenoble 2021-12-12,15.071942446043165
Lille 2021-12-12,12.709677419354838
Paris 2021-12-12,25.714285714285715
Berlin 2021-12-12,15.071942446043165
Bremen 2021-12-12,9.931506849315069
Cologne 2021-12-12,9.791666666666666
Dresden 2021-12-12,15.071942446043165
Munich 2021-12-12,9.791666666666666
Athens 2021-12-12,12.709677419354838
Budapest 2021-12-12,15.071942446043165
Cork 2021-12-12,15.071942446043165
Dublin 2021-12-12,26.470588235294116
Bologna 2021-12-12,12.709677419354838
Catania 2021-12-12,21.666666666666668
Milan 2021-12-12,18.61764705882353
Rome 2021-12-12,19.85542168674699
Eindhoven 2021-12-12,9.291044776119403
Groningen 2021-12-12,11.31764705882353
Krakow 2021-12-12,20.8
Poznan 2021-12-12,15.071942446043165
Lisbon 2021-12-12,9.291044776119403
Porto 2021-12-12,12.709677419354838
Bucharest 2021-12-12,15.695121951219512
Alicante 2021-12-12,8.285
Barcelona 2021-12-12,10.941798941798941
Madrid 2021-12-12,8.285
Malaga 2021-12-12,6.037037037037037
Seville 2021-12-12,8.285
Gothenburg 2021-12-12,9.291044776119403
Malmo 2021-12-12,8.285
Stockholm 2021-12-12,16.416666666666668
Graz 2021-12-13,34.19277108433735
Vienna 2021-12-13,37.04761904761905
Brussels 2021-12-13,41.95145631067961
Charleroi 2021-12-13,20.745222929936304
Brno 2021-12-13,40.666666666666664
Prague 2021-12-13,37.04761904761905
Copenhagen 2021-12-13,26.517857142857142
Tallinn 2021-12-13,28.78030303030303
Helsinki 2021-12-13,17.75
Grenoble 2021-12-13,50.4
Lille 2021-12-13,38.701492537313435
Paris 2021-12-13,50.166666666666664
Berlin 2021-12-13,42.97709923664122
Bremen 2021-12-13,34.19277108433735
Cologne 2021-12-13,29.229166666666668
Dresden 2021-12-13,31.9
Munich 2021-12-13,37.04761904761905
Athens 2021-12-13,50.108108108108105
Budapest 2021-12-13,31.9
Cork 2021-12-13,56.0
Dublin 2021-12-13,51.92857142857143
Bologna 2021-12-13,38.701492537313435
Catania 2021-12-13,47.666666666666664
Milan 2021-12-13,42.78787878787879
Rome 2021-12-13,55.9
Eindhoven 2021-12-13,22.09090909090909
Groningen 2021-12-13,26.517857142857142
Krakow 2021-12-13,54.827586206896555
Poznan 2021-12-13,46.54545454545455
Lisbon 2021-12-13,42.78787878787879
Porto 2021-12-13,42.78787878787879
Bucharest 2021-12-13,69.4
Alicante 2021-12-13,18.627118644067796
Barcelona 2021-12-13,34.775
Madrid 2021-12-13,22.49397590361446
Malaga 2021-12-13,26.568181818181817
Seville 2021-12-13,22.49397590361446
Gothenburg 2021-12-13,26.928571428571427
Malmo 2021-12-13,19.12727272727273
Stockholm 2021-12-13,31.6
Graz 2021-12-14,34.19277108433735
Vienna 2021-12-14,37.04761904761905
Brussels 2021-12-14,40.18181818181818
Charleroi 2021-12-14,20.745222929936304
Brno 2021-12-14,47.666666666666664
Prague 2021-12-14,57.0
Copenhagen 2021-12-14,26.517857142857142
Tallinn 2021-12-14,31.85
Helsinki 2021-12-14,17.75
Grenoble 2021-12-14,50.4
Lille 2021-12-14,38.701492537313435
Paris 2021-12-14,50.166666666666664
Berlin 2021-12-14,42.97709923664122
Bremen 2021-12-14,34.19277108433735
Cologne 2021-12-14,39.45
Dresden 2021-12-14,31.9
Munich 2021-12-14,37.04761904761905
Athens 2021-12-14,64.5
Budapest 2021-12-14,42.97709923664122
Cork 2021-12-14,56.0
Dublin 2021-12-14,51.92857142857143
Bologna 2021-12-14,30.5
Catania 2021-12-14,40.666666666666664
Milan 2021-12-14,55.666666666666664
Rome 2021-12-14,55.9
Eindhoven 2021-12-14,22.09090909090909
Groningen 2021-12-14,28.78030303030303
Krakow 2021-12-14,65.0
Poznan 2021-12-14,46.54545454545455
Lisbon 2021-12-14,42.78787878787879
Porto 2021-12-14,38.701492537313435
Bucharest 2021-12-14,69.4
Alicante 2021-12-14,18.627118644067796
Barcelona 2021-12-14,34.775
Madrid 2021-12-14,28.773809523809526
Malaga 2021-12-14,26.568181818181817
Seville 2021-12-14,22.49397590361446
Gothenburg 2021-12-14,21.42528735632184
Malmo 2021-12-14,19.12727272727273
Stockholm 2021-12-14,31.6
Graz 2021-12-15,34.19277108433735
Vienna 2021-12-15,37.04761904761905
Brussels 2021-12-15,42.36363636363637
Charleroi 2021-12-15,20.745222929936304
Brno 2021-12-15,47.666666666666664
Prague 2021-12-15,57.0
Copenhagen 2021-12-15,24.17283950617284
Tallinn 2021-12-15,28.78030303030303
Helsinki 2021-12-15,19.404761904761905
Grenoble 2021-12-15,43.833333333333336
Lille 2021-12-15,38.701492537313435
Paris 2021-12-15,50.166666666666664
Berlin 2021-12-15,42.97709923664122
Bremen 2021-12-15,34.19277108433735
Cologne 2021-12-15,39.45
Dresden 2021-12-15,31.9
Munich 2021-12-15,37.04761904761905
Athens 2021-12-15,57.36585365853659
Budapest 2021-12-15,42.97709923664122
Cork 2021-12-15,39.411764705882355
Dublin 2021-12-15,51.92857142857143
Bologna 2021-12-15,38.701492537313435
Catania 2021-12-15,47.666666666666664
Milan 2021-12-15,55.666666666666664
Rome 2021-12-15,57.36585365853659
Eindhoven 2021-12-15,22.09090909090909
Groningen 2021-12-15,28.78030303030303
Krakow 2021-12-15,60.5
Poznan 2021-12-15,46.54545454545455
Lisbon 2021-12-15,42.78787878787879
Porto 2021-12-15,38.701492537313435
Bucharest 2021-12-15,63.54545454545455
Alicante 2021-12-15,18.627118644067796
Barcelona 2021-12-15,34.775
Madrid 2021-12-15,28.773809523809526
Malaga 2021-12-15,26.568181818181817
Seville 2021-12-15,22.49397590361446
Gothenburg 2021-12-15,21.42528735632184
Malmo 2021-12-15,19.12727272727273
Stockholm 2021-12-15,33.714285714285715
Graz 2021-12-16,34.19277108433735
Vienna 2021-12-16,37.04761904761905
Brussels 2021-12-16,42.36363636363637
Charleroi 2021-12-16,20.745222929936304
Brno 2021-12-16,40.666666666666664
Prague 2021-12-16,57.0
Copenhagen 2021-12-16,28.0
Tallinn 2021-12-16,28.78030303030303
Helsinki 2021-12-16,19.404761904761905
Grenoble 2021-12-16,43.833333333333336
Lille 2021-12-16,38.701492537313435
Paris 2021-12-16,50.166666666666664
Berlin 2021-12-16,42.97709923664122
Bremen 2021-12-16,34.19277108433735
Cologne 2021-12-16,39.45
Dresden 2021-12-16,39.411764705882355
Munich 2021-12-16,37.04761904761905
Athens 2021-12-16,57.36585365853659
Budapest 2021-12-16,42.97709923664122
Cork 2021-12-16,39.411764705882355
Dublin 2021-12-16,51.92857142857143
Bologna 2021-12-16,42.78787878787879
Catania 2021-12-16,47.666666666666664
Milan 2021-12-16,55.666666666666664
Rome 2021-12-16,57.36585365853659
Eindhoven 2021-12-16,22.09090909090909
Groningen 2021-12-16,28.78030303030303
Krakow 2021-12-16,60.5
Poznan 2021-12-16,50.108108108108105
Lisbon 2021-12-16,42.78787878787879
Porto 2021-12-16,38.701492537313435
Bucharest 2021-12-16,63.54545454545455
Alicante 2021-12-16,20.745222929936304
Barcelona 2021-12-16,34.775
Madrid 2021-12-16,28.773809523809526
Malaga 2021-12-16,26.568181818181817
Seville 2021-12-16,28.773809523809526
Gothenburg 2021-12-16,21.42528735632184
Malmo 2021-12-16,19.12727272727273
Stockholm 2021-12-16,31.6
Graz 2021-12-17,34.19277108433735
Vienna 2021-12-17,40.904761904761905
Brussels 2021-12-17,42.36363636363637
Charleroi 2021-12-17,20.745222929936304
Brno 2021-12-17,47.666666666666664
Prague 2021-12-17,33.76923076923077
Copenhagen 2021-12-17,24.17283950617284
Tallinn 2021-12-17,30.476190476190474
Helsinki 2021-12-17,19.322033898305083
Grenoble 2021-12-17,50.4
Lille 2021-12-17,38.701492537313435
Paris 2021-12-17,42.36363636363637
Berlin 2021-12-17,40.857142857142854
Bremen 2021-12-17,34.19277108433735
Cologne 2021-12-17,39.45
Dresden 2021-12-17,49.5
Munich 2021-12-17,37.04761904761905
Athens 2021-12-17,57.36585365853659
Budapest 2021-12-17,42.97709923664122
Cork 2021-12-17,41.333333333333336
Dublin 2021-12-17,57.473684210526315
Bologna 2021-12-17,38.701492537313435
Catania 2021-12-17,47.666666666666664
Milan 2021-12-17,55.666666666666664
Rome 2021-12-17,57.36585365853659
Eindhoven 2021-12-17,27.0
Groningen 2021-12-17,31.85
Krakow 2021-12-17,61.25
Poznan 2021-12-17,50.108108108108105
Lisbon 2021-12-17,42.78787878787879
Porto 2021-12-17,38.701492537313435
Bucharest 2021-12-17,63.54545454545455
Alicante 2021-12-17,20.745222929936304
Barcelona 2021-12-17,34.775
Madrid 2021-12-17,28.773809523809526
Malaga 2021-12-17,26.568181818181817
Seville 2021-12-17,38.5
Gothenburg 2021-12-17,24.048780487804876
Malmo 2021-12-17,19.12727272727273
Stockholm 2021-12-17,33.714285714285715
Graz 2021-12-18,15.257142857142858
Vienna 2021-12-18,10.9
Brussels 2021-12-18,24.747474747474747
Charleroi 2021-12-18,10.91796875
Brno 2021-12-18,10.484276729559749
Prague 2021-12-18,10.484276729559749
Copenhagen 2021-12-18,14.02020202020202
Tallinn 2021-12-18,15.257142857142858
Helsinki 2021-12-18,10.91796875
Grenoble 2021-12-18,33.285714285714285
Lille 2021-12-18,18.714285714285715
Paris 2021-12-18,33.54545454545455
Berlin 2021-12-18,21.27777777777778
Bremen 2021-12-18,16.319444444444443
Cologne 2021-12-18,20.022727272727273
Dresden 2021-12-18,21.27777777777778
Munich 2021-12-18,17.9
Athens 2021-12-18,17.9
Budapest 2021-12-18,21.27777777777778
Cork 2021-12-18,21.27777777777778
Dublin 2021-12-18,33.285714285714285
Bologna 2021-12-18,18.714285714285715
Catania 2021-12-18,26.0
Milan 2021-12-18,15.257142857142858
Rome 2021-12-18,32.416666666666664
Eindhoven 2021-12-18,17.372093023255815
Groningen 2021-12-18,19.1875
Krakow 2021-12-18,24.747474747474747
Poznan 2021-12-18,21.27777777777778
Lisbon 2021-12-18,17.372093023255815
Porto 2021-12-18,18.714285714285715
Bucharest 2021-12-18,23.307692307692307
Alicante 2021-12-18,12.535087719298245
Barcelona 2021-12-18,17.372093023255815
Madrid 2021-12-18,10.91796875
Malaga 2021-12-18,12.535087719298245
Seville 2021-12-18,10.91796875
Gothenburg 2021-12-18,10.91796875
Malmo 2021-12-18,10.91796875
Stockholm 2021-12-18,20.022727272727273
Graz 2021-12-19,9.791666666666666
Vienna 2021-12-19,20.571428571428573
Brussels 2021-12-19,15.071942446043165
Charleroi 2021-12-19,5.622950819672131
Brno 2021-12-19,9.931506849315069
Prague 2021-12-19,9.791666666666666
Copenhagen 2021-12-19,10.941798941798941
Tallinn 2021-12-19,12.205882352941176
Helsinki 2021-12-19,10.941798941798941
Grenoble 2021-12-19,15.071942446043165
Lille 2021-12-19,9.791666666666666
